dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
simulated	SRR7646967_sim_13_3_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_15_3_merged	ADD1	BEND7	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	KRIT1	AL163195.2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	PIP4K2C	RPL13A	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	RASGRP1	ASAP2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	ART5	NSD2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	VPS13A	TRIM7	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	EFL1	RPS18	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	PAFAH1B1	SLC26A3	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	MYO18A	LINC-PINT	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_15_3_merged	PDE4DIP	AL354733.1;AL354733.2;KIF27	1:148937864	9:83837485	TP	15	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_15_3_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_15_3_merged	RPL13A	PIP4K2C	19:49490297	12:57600811	FP	15	3	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_15_3_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_15_3_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_15_3_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_15_3_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_200_40_merged	OXNAD1	LTBP3	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	AL590617.2	PITPNM2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	POT1-AS1	TEDC1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	CCT3	FANCM	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	STAC3	TUBGCP4	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	AC122714.2	MLX	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	DCTN6	RASIP1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	PFKM	SEC31A	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	LYST	EHMT2	1:235800320	6:31885016	TP	196	38	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_200_40_merged	TSC2	MAD1L1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_200_40_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_200_40_merged	TEDC1	POT1;POT1-AS1	14:105497981	7:124929902	FP	199	39	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_200_40_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_200_40_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_200_40_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_200_40_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_20_4_merged	PATJ	EDRF1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	ADGRG1	ARFGAP2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	PAGE3	POLE2	X:55260534	14:49643670	TP	20	2	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_20_4_merged	RPS18	CTDNEP1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	SDCBP	AK5	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	IFT140	COL20A1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	EIF2B2	XRCC6	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	LOXHD1	GPBP1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	NPAS1	RGS3	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	PI4KB	EGFL7	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_20_4_merged	AL158835.3;EDRF1;EDRF1-AS1	PATJ	10:125748012	1:61884237	FP	20	4	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_20_4_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_20_4_merged	XRCC6	AL049780.1;EIF2B2	22:41661444	14:75007722	FP	20	4	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_20_4_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_20_4_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_20_4_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_20_4_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_20_4_merged	RGS3	NPAS1	9:113506493	19:47035964	FP	20	4	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_3_1_merged		ETS1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	PDE1A	AC068418.1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	HECW2		NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	A2MP1	NTNG1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	HMGXB4	SOS1-IT1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	PGAM1	PXK	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	DNAJC24	DMXL1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	SPATA22	RNF216	17:3469283	7:5730817	TP	3	1	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_3_1_merged	TBX18	FREM1	6:84747920	9:14748639	TP	3	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_3_1_merged	GPCPD1	DAZ4	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_3_1_merged	PXK	PGAM1	3:58399377	10:97427101	FP	3	1	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_3_1_merged	DMXL1	DNAJC24	5:119119004	11:31408110	FP	3	1	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_3_1_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_3_1_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_3_1_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_3_1_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_3_1_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_3_1_merged	HECW2	ACACA	2:196292565	17:37181356	FP	3	1	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_5_1_merged	USE1	MFRP	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	VPS8	PRPF40B	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	VPS8	ZNF875	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	RFX3	FYB2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	MACF1	WDR4	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	CDH5	LPP	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	PCGF3	MEGF10	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	ZC3H14	SLC29A1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	PRRC2A	ARHGEF6	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	LINC00877	ATP6AP2	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_5_1_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_5_1_merged	FMNL3;PRPF40B	VPS8	12:49637584	3:184824545	FP	5	1	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_5_1_merged	SLC29A1	ZC3H14	6:44227342	14:88571084	FP	5	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_5_1_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_5_1_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_5_1_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_5_1_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_5_1_merged	MEGF10	AC139887.2;PCGF3	5:127434821	4:766674	FP	5	1	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_7_1_merged	HGH1	ADAM12	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	RASA3	AC005747.1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	MTCH1	PRKCSH	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	LINC02347	HPCA	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	ATG9A	TNS1	2:219227922	2:217891045	TP	7	1	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_7_1_merged	ZCCHC14	DCDC2C	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	SMC4	ELMOD3	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	SNCAIP	AC069271.1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	ERLIN2	NRG1	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	ING4	OTUD6B	NA	NA	FN	NA	NA		STAR_Fusion		0
simulated	SRR7646967_sim_7_1_merged	HPCA	LINC02347	1:32886515	12:126442966	FP	7	0	PASS	STAR_Fusion		1
simulated	SRR7646967_sim_7_1_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	STAR_Fusion		3
simulated	SRR7646967_sim_7_1_merged	RASA3	GAS7	13:114011171	17:9959255	FP	7	1	PASS	STAR_Fusion		4
simulated	SRR7646967_sim_7_1_merged	intergenic	MYC	14:105858944	8:127736071	FP	20	0	s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_7_1_merged	MYC	intergenic	8:127736068	14:105858960	FP	18	0	PASS	STAR_Fusion	8:127736068->14:105859401,8:127736068->14:105859350	1
simulated	SRR7646967_sim_7_1_merged	IGHJ6	CASC11	14:105863198	8:127733959	FP	29	0	IG;s0_LowEvidence	STAR_Fusion		4
simulated	SRR7646967_sim_7_1_merged	intergenic	RBL2	Y:1536921	16:53439016	FP	3	0	PASS	STAR_Fusion		1
simulated	SRR7646883_sim_100_20_merged	AC022075.1;KLRC4-KLRK1;KLRK1	AL360181.3;MTG1	12:10381814	10:133398515	TP	89	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	DHRS4;DHRS4-AS1	MYO5A	14:23966283	15:52407399	TP	93	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	GAD1	RPL4	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_100_20_merged	VIPAS39	CEP192	14:77454010	18:13089565	TP	100	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	SMG1P4	LINC00470	16:21903449	18:1358760	TP	94	0	s0_LowEvidence	Arriba		3
simulated	SRR7646883_sim_100_20_merged	GOLGA8A	ZNF875	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_100_20_merged	KIF1B	STX16;STX16-NPEPL1	1:10277984	20:58659632	TP	93	19	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	NBEAL2	EVA1C	3:47003173	21:32495169	TP	100	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	SLC9A8	TRDN;TRDN-AS1	20:49815008	6:123464983	TP	100	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	ATOH8	RIMS2	2:85763988	8:104251160	TP	95	19	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_100_20_merged	GOLGA8A	HKR1	15:34385254	19:37347872	FP	100	20	PASS	Arriba		3
simulated	SRR7646883_sim_100_20_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_100_20_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_100_20_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_100_20_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_100_20_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_10_2_merged	CASK	COL13A1	X:41561559	10:69959142	TP	10	2	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	ANXA5	USP28	4:121671547	11:113831993	TP	10	2	PASS	Arriba		4
simulated	SRR7646883_sim_10_2_merged	DNMT3B	CDK8	20:32792626	13:26404081	TP	10	1	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	AC009264.1	SMARCA4	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_10_2_merged	UBAP2	AC067968.1;ZNF222	9:34048825	19:44033110	TP	10	1	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	AC087741.1;CARD14	FAM72B	17:80203833	1:121181271	TP	9	2	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	TTN;TTN-AS1	SAMD10	2:178597596	20:63979642	TP	10	2	PASS	Arriba	2:178597622->20:63979642	3
simulated	SRR7646883_sim_10_2_merged	SLC12A6	FLACC1	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_10_2_merged	NUDT9	DZIP3	4:87434224	3:108633070	TP	10	2	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	A2M;A2M-AS1	RUVBL1	12:9067712	3:128082574	TP	10	2	PASS	Arriba		3
simulated	SRR7646883_sim_10_2_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_10_2_merged	SLC12A6	ALS2CR12	15:34236708	2:201307622	FP	10	1	PASS	Arriba		4
simulated	SRR7646883_sim_10_2_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_10_2_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_10_2_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_10_2_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_10_2_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_1_0_merged	ST7L	TMTC1	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	HMGN2P40	RAD51AP1	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	DYNC2H1	GPHN	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	MRPL23	ZNF106	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	CHST8	PSMC5	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	CHD2	DMKN	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	ECE2	PDZK1P1	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	AL035530.2	MAP3K7CL	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	PLEC	JAKMIP1	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	DPP9	IKBKB	NA	NA	FN	NA	NA		Arriba		0
simulated	SRR7646883_sim_1_0_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_1_0_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_1_0_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_1_0_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_1_0_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_1_0_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_12_2_merged	AC026954.2;GPS2	AC015712.1;AC015712.6	17:7314488	15:100855348	TP	10	1	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	DLG1	GABRG3	3:197282679	15:27327029	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	PHB2	ARTN	12:6967171	1:43935716	TP	12	1	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	CBFA2T2	SS18L1	20:33606956	20:62159961	TP	12	14	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	EYA3	COLEC11	1:27974395	2:3643539	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	TBL3	NEK1	16:1978552	4:169587613	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	LAG3	AC017091.1	12:6774595	4:58860969	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	SEMA6C	AC131025.1;IL17B	1:151137986	5:149372333	TP	12	2	PASS	Arriba	1:151137987->5:149372330	4
simulated	SRR7646883_sim_12_2_merged	MROH1	CNTFR	8:144200428	9:34556418	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	ZNF30	ACSL4	19:34933625	X:109678111	TP	12	2	PASS	Arriba		3
simulated	SRR7646883_sim_12_2_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_12_2_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_12_2_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_12_2_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_12_2_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_12_2_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_13_3_merged	AL451062.3;ST3GAL3	CCDC90B	1:43838219	11:83265979	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	SLC27A5	CLEC12A	19:58499123	12:9979524	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	AC007785.1;IGFL2	DHRS4;DHRS4-AS1	19:46143106	14:23953916	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	TSPOAP1	TIMM44	17:58307611	19:7933570	TP	13	3	PASS	Arriba		4
simulated	SRR7646883_sim_13_3_merged	UGDH	ADIG	4:39527283	20:38588463	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	INTS1	AP000311.1;ITSN1	7:1485098	21:33810922	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	RINT1	AC108734.4;CCDC39	7:105532085	3:180711219	TP	13	2	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	ROPN1	PALLD	3:123980366	4:168681398	TP	13	2	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	EHBP1	TMEM161B	2:62942718	5:88225866	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	SEC14L3	NEK6	22:30462086	9:124326438	TP	13	3	PASS	Arriba		3
simulated	SRR7646883_sim_13_3_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_13_3_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_13_3_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_13_3_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_13_3_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_13_3_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_15_3_merged	MTRR	LRP1	5:7890260	12:57173979	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	HERC1	NFATC4	15:63628677	14:24376101	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	AAAS	HERPUD1	12:53320565	16:56935475	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	LINC00518	CEP89	6:10433028	19:32948368	TP	15	2	PASS	Arriba		4
simulated	SRR7646883_sim_15_3_merged	CALM3	IL12RB2	19:46608845	1:67329728	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	RNF215	SP140L	22:30386616	2:230392229	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	RBM39	C3orf52;GCSAM	20:35734186	3:112130513	TP	13	2	PASS	Arriba	20:35734198->3:112130508	4
simulated	SRR7646883_sim_15_3_merged	ABHD15-AS1;ANKRD13B	LAMA4	17:29608851	6:112141503	TP	15	3	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	PKHD1	TSC22D4	6:51830861	7:100467600	TP	15	3	PASS	Arriba		4
simulated	SRR7646883_sim_15_3_merged	PHKB	AASS	16:47641035	7:122113229	TP	15	2	PASS	Arriba		3
simulated	SRR7646883_sim_15_3_merged	KMT2A	AFF1	11:118484314	4:87084120	FP	8	0	s0_LowEvidence	Arriba	11:118484314->4:87084123	4
simulated	SRR7646883_sim_15_3_merged	YPEL5	BCL11A	2:30147062	2:60546300	FP	3	0	s0_LowEvidence	Arriba		4
simulated	SRR7646883_sim_15_3_merged	PPP4R3B	BCL11A	2:55615451	2:60462424	FP	2	2	PASS	Arriba	2:55617144->2:60462424	3
simulated	SRR7646883_sim_15_3_merged	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	Arriba		3
simulated	SRR7646883_sim_15_3_merged	FBXL5	JAK2	4:15630666	9:5021963	FP	0	0	Imprecise;lowSupport	Arriba		3
simulated	SRR7646883_sim_15_3_merged	AFF1	MYC	4:87047594	8:127738251	FP	92	0	PASS	Arriba	4:87047594->8:127738248,4:87007424->8:127738248,4:86948571->8:127738248,4:87007424->8:127738251	3
simulated	SRR7646883_sim_200_40_merged	AC004551.1;OAS2	HVCN1	12:113002932	12:110655338	TP	197	38	PASS	Arriba		3
simulated	SRR7646883_sim_200_40_merged	LY75;LY75-CD302	SLC6A2	2:159835480	16:55685281	TP	199	39	PASS	Arriba		3
simulated	SRR7646883_sim_200_40_merged	FAM107B	ABR	10:14553322	17:1070090	TP	200	40	PASS	Arriba		4
simulated	SRR7646883_sim_200_40_merged	LYRM1	RNMT	16:20901104	18:13762344	TP	197	40	PASS	Arriba		3
